,TfIsf,Length,Position,ProperNouns,TopicWords,Important
0,0.10081413471279353,0.26905537459283385,1.0,0.42857142857142855,0.0,False
1,0.10503453287490715,0.07166123778501629,0.9945054945054945,0.10204081632653061,0.0,False
2,0.13649345306151334,0.1791530944625407,0.989010989010989,0.3673469387755102,0.0,False
3,0.08939569975019362,0.04755700325732899,0.9835164835164835,0.061224489795918366,0.0,False
4,0.030389022839011546,0.09576547231270359,0.978021978021978,0.16326530612244897,0.0,False
5,0.20585549319311525,0.035830618892508145,0.9725274725274725,0.061224489795918366,0.0,False
6,0.05854274352661214,0.04299674267100977,0.967032967032967,0.04081632653061224,0.07142857142857142,False
7,0.022515767506407238,0.05537459283387622,0.9615384615384616,0.02040816326530612,0.0,False
8,0.030410498943572815,0.049511400651465795,0.9560439560439561,0.04081632653061224,0.0,False
9,0.015712436553923546,0.26775244299674267,0.9505494505494505,0.14285714285714285,0.0,False
10,0.10035037566274402,0.03061889250814332,0.945054945054945,0.04081632653061224,0.0,False
11,0.02162772016750046,0.6638436482084691,0.9395604395604396,0.7142857142857143,1.0,False
12,0.6889407437439341,0.0,0.9340659340659341,0.0,0.0,False
13,0.014471086490139076,0.5029315960912052,0.9285714285714286,0.5102040816326531,0.8571428571428571,False
14,0.6694903319310908,0.0,0.9230769230769231,0.0,0.0,False
15,0.01818778816136735,0.5127035830618892,0.9175824175824175,0.5102040816326531,0.8571428571428571,False
16,0.4884377527302559,0.0,0.9120879120879121,0.0,0.0,False
17,0.024576240257090105,0.5700325732899023,0.9065934065934066,0.6326530612244898,0.8571428571428571,False
18,0.6956126242248134,0.0,0.9010989010989011,0.0,0.0,False
19,0.016557926030950583,0.31400651465798046,0.8956043956043956,0.22448979591836735,0.2857142857142857,False
20,0.015159956862801235,0.07100977198697069,0.8901098901098901,0.0,0.0,False
21,0.031069288734370683,0.09446254071661238,0.8846153846153846,0.14285714285714285,0.0,False
22,0.030550053414534244,0.16938110749185667,0.8791208791208791,0.1836734693877551,0.21428571428571427,False
23,0.007824421351555698,0.552442996742671,0.8736263736263736,0.3877551020408163,0.21428571428571427,False
24,0.014756639513270293,0.04429967426710098,0.8681318681318682,0.04081632653061224,0.0,False
25,0.011584836628153879,0.08078175895765473,0.8626373626373627,0.04081632653061224,0.0,False
26,0.013481714463370216,0.24299674267100976,0.8571428571428572,0.1836734693877551,0.42857142857142855,False
27,1.0,0.038436482084690554,0.8516483516483516,0.08163265306122448,0.0,False
28,0.012917670569272266,0.08925081433224756,0.8461538461538461,0.02040816326530612,0.14285714285714285,False
29,0.008791343581689278,0.098371335504886,0.8406593406593407,0.02040816326530612,0.21428571428571427,False
30,0.018291350182710643,0.06775244299674267,0.8351648351648352,0.02040816326530612,0.07142857142857142,False
31,0.01702187141412588,0.057980456026058634,0.8296703296703296,0.02040816326530612,0.0,False
32,0.020003579022430256,0.12964169381107493,0.8241758241758241,0.02040816326530612,0.35714285714285715,False
33,0.023391973658896753,0.09706840390879479,0.8186813186813187,0.04081632653061224,0.07142857142857142,False
34,0.008619648406449737,0.21889250814332248,0.8131868131868132,0.16326530612244897,0.21428571428571427,False
35,0.10990899589330108,0.11791530944625407,0.8076923076923077,0.20408163265306123,0.0,False
36,0.04007849586479121,0.0762214983713355,0.8021978021978022,0.14285714285714285,0.0,False
37,0.10656142844490496,0.054071661237785014,0.7967032967032968,0.16326530612244897,0.0,False
38,0.02851650675647102,0.08664495114006515,0.7912087912087912,0.061224489795918366,0.07142857142857142,False
39,0.026921496682414222,0.10553745928338762,0.7857142857142857,0.1836734693877551,0.0,False
40,0.027036381516653496,0.1745928338762215,0.7802197802197802,0.22448979591836735,0.0,False
41,0.017329977725977986,0.07947882736156352,0.7747252747252747,0.061224489795918366,0.0,False
42,0.08573725404664571,0.016286644951140065,0.7692307692307692,0.0,0.07142857142857142,False
43,0.010981053469078548,0.18045602605863192,0.7637362637362637,0.04081632653061224,0.07142857142857142,False
44,0.04182418062785936,0.11009771986970684,0.7582417582417582,0.02040816326530612,0.0,False
45,0.021333815903345106,0.1563517915309446,0.7527472527472527,0.061224489795918366,0.07142857142857142,False
46,0.030332547816792465,0.13420195439739413,0.7472527472527473,0.12244897959183673,0.0,False
47,0.10449864451291185,0.031921824104234525,0.7417582417582418,0.04081632653061224,0.07142857142857142,False
48,0.02825993329981663,0.036482084690553744,0.7362637362637363,0.02040816326530612,0.0,False
49,0.02302536052620381,0.07100977198697069,0.7307692307692308,0.061224489795918366,0.07142857142857142,False
50,0.0004592994702959095,0.4514657980456026,0.7252747252747253,0.22448979591836735,0.14285714285714285,False
51,0.013662062661987495,0.5908794788273616,0.7197802197802198,0.20408163265306123,0.5714285714285714,False
52,0.09878266778377226,0.18501628664495115,0.7142857142857143,0.20408163265306123,0.14285714285714285,False
53,0.06508065416425601,0.13550488599348534,0.7087912087912087,0.20408163265306123,0.07142857142857142,False
54,0.12008288361736347,0.2990228013029316,0.7032967032967032,0.7142857142857143,0.0,False
55,0.10624090490650256,0.2996742671009772,0.6978021978021978,0.5510204081632653,0.0,False
56,0.030981372267027386,0.26775244299674267,0.6923076923076923,0.2653061224489796,0.21428571428571427,False
57,0.019491582790004663,0.048859934853420196,0.6868131868131868,0.0,0.07142857142857142,False
58,0.03564883671156546,0.021498371335504887,0.6813186813186813,0.0,0.0,False
59,0.023891187040221272,0.07947882736156352,0.6758241758241759,0.0,0.07142857142857142,False
60,0.02467779616970462,0.2501628664495114,0.6703296703296704,0.30612244897959184,0.07142857142857142,False
61,0.008250637586391784,0.04299674267100977,0.6648351648351649,0.0,0.0,False
62,0.011778561692936467,0.23973941368078175,0.6593406593406593,0.0,0.21428571428571427,False
63,0.01765102996341516,0.03778501628664495,0.6538461538461539,0.0,0.0,False
64,0.11636070377781355,0.16026058631921825,0.6483516483516483,0.20408163265306123,0.0,False
65,0.05848966957145456,0.13420195439739413,0.6428571428571428,0.22448979591836735,0.0,False
66,0.00373892660497087,0.1993485342019544,0.6373626373626373,0.04081632653061224,0.21428571428571427,False
67,0.00046304439025989435,0.18957654723127035,0.6318681318681318,0.061224489795918366,0.21428571428571427,False
68,0.0019229190411596641,0.13289902280130292,0.6263736263736264,0.0,0.07142857142857142,False
69,0.03408990315420475,0.19087947882736156,0.6208791208791209,0.1836734693877551,0.07142857142857142,False
70,0.02674723273991625,0.09250814332247558,0.6153846153846154,0.02040816326530612,0.0,False
71,0.023041237409879456,0.11986970684039087,0.6098901098901099,0.10204081632653061,0.07142857142857142,False
72,0.02654805497726508,0.09576547231270359,0.6043956043956045,0.0,0.07142857142857142,False
73,0.08458056751299824,0.2260586319218241,0.5989010989010989,0.3877551020408163,0.0,False
74,0.026601647035039363,0.13941368078175895,0.5934065934065934,0.02040816326530612,0.07142857142857142,False
75,0.003935417408406772,0.10488599348534201,0.5879120879120879,0.0,0.14285714285714285,False
76,0.002880430524055981,0.14788273615635178,0.5824175824175823,0.0,0.2857142857142857,False
77,0.11796277450444016,0.2970684039087948,0.5769230769230769,0.5510204081632653,0.0,False
78,0.027501304178463543,0.11335504885993486,0.5714285714285714,0.061224489795918366,0.0,False
79,0.013274432241021657,0.05928338762214984,0.5659340659340659,0.0,0.0,False
80,0.03681227140310744,0.051465798045602605,0.5604395604395604,0.0,0.07142857142857142,False
81,0.03509838449449416,0.13029315960912052,0.554945054945055,0.2857142857142857,0.0,False
82,0.011368691150827708,0.05211726384364821,0.5494505494505495,0.0,0.0,False
83,0.013792389377457815,0.16026058631921825,0.543956043956044,0.0,0.0,False
84,0.007379053099522747,0.17133550488599347,0.5384615384615384,0.04081632653061224,0.14285714285714285,False
85,0.03341240792347307,0.1973941368078176,0.532967032967033,0.22448979591836735,0.0,False
86,0.011885780061005768,0.11205211726384365,0.5274725274725275,0.061224489795918366,0.0,False
87,0.001619392851797591,0.23517915309446255,0.5219780219780219,0.08163265306122448,0.21428571428571427,False
88,0.07327317606072864,0.018241042345276872,0.5164835164835164,0.0,0.0,False
89,0.005260049842295625,0.1739413680781759,0.510989010989011,0.061224489795918366,0.0,False
90,0.006929515539835231,0.17068403908794788,0.5054945054945055,0.02040816326530612,0.35714285714285715,False
91,0.010549252550093783,0.11986970684039087,0.5,0.0,0.21428571428571427,False
92,0.011079878227936333,0.09055374592833876,0.4945054945054945,0.0,0.14285714285714285,False
93,0.011831366813993684,0.1022801302931596,0.48901098901098905,0.02040816326530612,0.0,False
94,0.013758447580240314,0.28273615635179156,0.48351648351648346,0.061224489795918366,0.21428571428571427,False
95,0.004863346475968569,0.14071661237785016,0.478021978021978,0.0,0.0,False
96,0.004963107281305594,0.15895765472312703,0.4725274725274725,0.02040816326530612,0.14285714285714285,False
97,0.024153844546446382,0.08664495114006515,0.46703296703296704,0.02040816326530612,0.07142857142857142,False
98,0.0058094876514067015,0.18436482084690553,0.46153846153846156,0.04081632653061224,0.14285714285714285,False
99,0.01000887191888574,0.1250814332247557,0.4560439560439561,0.02040816326530612,0.21428571428571427,False
100,0.008416815914452,0.11140065146579804,0.4505494505494505,0.04081632653061224,0.07142857142857142,False
101,0.005160251494176034,0.15309446254071662,0.44505494505494503,0.08163265306122448,0.07142857142857142,False
102,0.01933262311539675,0.06710097719869706,0.43956043956043955,0.02040816326530612,0.0,False
103,0.03517800145870073,0.07752442996742671,0.4340659340659341,0.04081632653061224,0.07142857142857142,False
104,0.012234278339734117,0.28013029315960913,0.4285714285714286,0.08163265306122448,0.2857142857142857,False
105,0.01002677459363575,0.10944625407166124,0.42307692307692313,0.02040816326530612,0.0,False
106,0.011430920156485775,0.5100977198697069,0.41758241758241754,0.24489795918367346,0.42857142857142855,False
107,0.02882743985193331,0.1465798045602606,0.41208791208791207,0.061224489795918366,0.14285714285714285,False
108,0.016129961333605614,0.1504885993485342,0.4065934065934066,0.02040816326530612,0.2857142857142857,False
109,0.011873399180695103,0.2853420195439739,0.4010989010989011,0.10204081632653061,0.6428571428571429,False
110,0.00922856542613913,0.16416938110749185,0.39560439560439564,0.04081632653061224,0.35714285714285715,False
111,0.009662862737138634,0.46123778501628665,0.39010989010989006,0.16326530612244897,0.6428571428571429,False
112,0.00451487373916663,0.247557003257329,0.3846153846153846,0.08163265306122448,0.07142857142857142,False
113,0.015231161057556534,0.0736156351791531,0.3791208791208791,0.04081632653061224,0.0,False
114,0.01913219261450368,0.06710097719869706,0.37362637362637363,0.04081632653061224,0.14285714285714285,False
115,0.0030898806952566736,0.053420195439739415,0.36813186813186816,0.0,0.0,False
116,0.015170536495587748,0.054071661237785014,0.3626373626373627,0.0,0.0,False
117,0.02061144282590131,0.08859934853420195,0.3571428571428571,0.08163265306122448,0.0,False
118,0.27311855705163707,0.02280130293159609,0.3516483516483516,0.04081632653061224,0.0,False
119,0.01464627485344657,0.10879478827361563,0.34615384615384615,0.04081632653061224,0.14285714285714285,False
